soru,cevap,cevaplayan_unvan
Merhaba ben 2 ocak iş bitiminden sonra herkese asgari ücretin artımından sonra maaşına yapılacağı için tek tek konuşulduktan sonra beni işverenim en son alarak işten çıkarıldığımı ve buna performans düşüklüğü dedi. Lakin ben mesai bitiminde hala çalışıyordum. Sadece performans sebebini söyleyip bir daha gelmeme gerek olmadığını ve ihbar süremi de kullanmama bile izin verilmedi. Asgari ücretin artığı için çıkarıldığımı bununla kanıtlayabilirim diye düşünüyorum. Daha öncesinden ne bi haber ne bir konuşma geçmiştir haberin dahi yoktu. Bu durumda ne yapabilirim?,"Merhaba, işçinin performans düşüklüğü sebebiyle iş akdini fesheden işveren, işçinin performans açısından yetersiz olduğunu ispatlama yükümlülüğü altındadır. Fakat sizin durumunuzda performans düşüklüğünden bahisle işten çıkarılmanız ve asıl sebebin asgari ücretin artması olması sebebiyle işe iade davası açabilirsiniz. Veya dilerseniz işverenin, ihbar süresine uymadan iş sözleşmesini feshetmesi sebebiyle ihbar tazminatı da alabilirsiniz. Bununla birlikte işverene bağlı olarak çalıştığınız iş yerinde en az bir yıl kadar çalıştıysanız Kıdem tazminatı da alabilirsiniz.",Hukuk Bilgi Platformu
"1.5 yıl önce kontrat yapmadığım evin kira ve üzerime alamadigim elektrik su ve dogalgaz faturaları tarafından bankadan duzenli ödenmiştir. % 25 artışı yeterli bulmayan ev sahibi en son mazeret olarak oğlunun evleneceğine ilişkin tebligat yapti.arabulucu da güven sarsildigi icin sonuc alınamadı.ertesi gün tüm abonelikleri iptal ettirdi.aboneliklerin açılmasını da talep ederek suç duyurusun da bulunup,ayrica maddi ve manevi tazminat davası açacağım. Savcı aboneliklerin açılması için karar alabilirmi yetkisi ve örneği varmi.yoksa kötü niyetli ev sahibine kısa yoldan amacina ulaşıp ödüllendirilmi mi olacak.","Merhaba, ev sahibinin abonelikleri iptal ettirmesi sebebiyle Türk Ceza Kanunu madde 123 kapsamına giren ""Kişilerin haksız yere huzur ve sukununu bozma"" suçundan dolayı suç duyurusunda bulunabilir ve aboneliklerin açılmasını talep edebilirsiniz. Bununla birlikte yaşamış olduğunuz söz konusu durumdan dolayı da maddi ve manevi tazminat davası açabilirsiniz.",Hukuk Bilgi Platformu
İki yıldır rahatsız ediliyorum üst komşularım tarafından öğrenci ler 3 kişi kalıyor on kişi oluyorlar son günlerde bu rahatsız lik arttı çekilmez hale geldi napmaliyim,"Merhaba, yaşadığınız bu durumu anlatan bir dilekçe yazarak evde huzurunuzun kalmadığından ve gürültünün çekilmez olduğundan bahisle Türk Ceza Kanunu madde 183(Gürültüye Neden Olma Suçu) kapsamında savcılığa suç duyurusunda bulunabilirsiniz.",Hukuk Bilgi Platformu
"Merhaba biz 2 donumluk bir arsa aldik ve icinde tek katli bir bina mevcut.Bunu islerimiz icin aldik,bu binada 10 yildir bir kafe isletiliyor,bu durumda kiraciya yonelik haklarimiz nelerdir?Tesekkurler","Merhaba, söz konusu binada kiracının özenle kullanma yükümlülüğü vardır. Kiracının bu yükümlülüğe aykırı davranması durumunda en az otuz gün süre vererek aykırılığın giderilmesini isteyebilir aksi takdirde sözleşmeyi feshedeceğiniz konusunda yazılı bir ihbarda bulunabilirsiniz. Bunun dışında; kiralananda, kira sözleşmesinin feshini gerektirmeyen ve kiracıdan katlanması beklenebilecek olan yenilik de değişiklikler yapabilirsiniz.",Hukuk Bilgi Platformu
Merhabalar 18.12.2019 tarihinden beri özel sektorde bir şirkette müdürluk vasfiyla calismaktayim geçtgimiz Ağustos ayında ev taşınma durumumdan doayi anadolu yakasından Avrupa yakasına geçmek istediğimi söyledim tamam dediler göndeririz dediler öyle dediler ki için de ben evimi taşıdım Avrupa yakaina daha sonrasinda trans Ferimin yapilamadigini söylediler bazı sağlık sorunları yaşadım ve yol mesafesi çok uzun olduğu için hava şartları nedeniyle istrat de raporu aldım yetkilime ise gitmedigim bütün günler için raporumi attım fakat buna rağmen 3 gün ise gitmekten ihbar gönderip ve bugünde SGKdan iş cikisimi verdiler ne yapmam gerekiyor ? Tazminatımı alabilirmiyim ?,"Merhaba, normal şartlarda kural olarak üç gün işe gitmeyen işçi tazminat alamaz. 4857 sayılı İş Kanununun 25/2(g) maddesi gereğince İşçinin işverenden izin almaksızın veya haklı bir sebebe dayanmaksızın ardı ardına 2 İş günü ve daha fazla gün işe gelmemesi hallerinde işveren haklı nedenle çalışanın İş akdi feshini tazminatsız olarak gerçekleştirebilir. Fakat Yargıtay´a göre İşçinin işe devamsızlığı her durumda işverene haklı fesih imkanı vermez. Devamsızlığın haklı bir nedene dayanması halinde, işverenin derhal ve haklı nedenle fesih imkanı bulunmamaktadır. Ve söz konusu sizin durumunuzda ise; sağlık sorunları yaşamanız ve raporlu olmanız ayrıca tüm bunları raporunuzu atarak bilgilendirme de yaptığınız için işe devamsızlığı haklı kılan nedenlerden olması sebebiyle tazminat alabilirsiniz. Dilerseniz işveren sizi haksız yere işten çıkardığı için işe iade davası da açabilirsiniz.",Hukuk Bilgi Platformu
Merhabalar iki yıldır kiracı olarak oturduğumuz evde kira kontratı 2 yıldır yenilenmedi. Ev sahibi 2bin TL olan kirayı 10 bin TL´ye çıkartmak istiyor bende bu parayı ödeyecek durumda değilim.Ev sahibi ya 10 bin TL´ye otur yada noterden protesto çeker evden çıkartırım diyor.Ne yapmalıyım saygılarımla.,"Merhaba, öncelikle kira sözleşmesi yaptığınız tarihte tahliye taahütnamesi de imzalamış mıydınız? Eğer imzalamadıysanız zaten ev sahibi sizi çıkaramayacaktır. Bununla birlikte Konut kiralarındaki % 25 zam sınırlaması 1 temmuz 2024 tarihine kadar devam etmektedir.",Hukuk Bilgi Platformu
"Merhabalar. Bundan 5 ay önce intihar ettim ve 2. olayımdı. İlk olayımda adli boyuta taşınmamıştı. 2. vakamda adli oldu karakola ifade vermeye gittim. ve psikiyatrik tedavime devam ettim. 2 hafta önce hastaneden arayıp çağırdılar. Psikiyatri polk muayene olduktan sonra doktorum hakkında sağlık raporu kararı çıkartılmış, her ay hastaneye gelmen gerekiyor. rapor 3. yü geçerse raporu kaldıramayız dedi. bu ne demek oluyor? yardımcı olursanız sevinirim :) teşekkürler","Merhaba, hekiminiz her ay sizin hastaneye gelmenizi rutin kontrol olarak uygun görmüş. Fakat 3.yü geçerse raporu kaldıramayızdan kastınız nedir, 3.kez gitmemekten mi bahsediyorsunuz açıklamamışsınız.",Hukuk Bilgi Platformu
Bedelli askerlik işten çıkacağım tazminatımı bedelli yapacağım için alamayacağım söylediler bu doğru mu bedelli askerlik yapan tazminatını alamıyor mu?,"Merhaba, bedelli askerlik yapmak için sözleşmesini fesheden işçiye bir yıl ve daha uzun süreli olarak aynı iş yerinde çalışıyor olması durumunda kıdem tazminatı ödenir. Yani söz konusu sizin durumunuza ilişkin olarak bir yılı aşkın süredir aynı işyerinde çalışıyorsanız kıdem tazminatı almaya hak kazanırsınız.",Hukuk Bilgi Platformu
"Merhabalar, Emekli olmadan önce bir kurumnda işçi olarak çalışmaktaydım. işverene birçok işçi ben de dahil 2018 yılında alacak davası açıldı. Arabuluıcu, Bilirkişi ,Yerel mahkeme , Bölge mahkemesi, istinaf , Yargıtay derken; yok eksik evrak yok yanlış hesaplama vb. nedenlerle bir türlü sonuçlanmadı. En son dosyamız Yargıtaydan hesaplamanın düzeltilmesi için tekrar geri gönderildi.Yargıtayın bu kararından sonra bilirkişi tekrar hesaplama yapıp evrağı sisteme UYAP´A yüklemiş. Sanırım bu durum kısa sürede çözüleceğe de benzemiyor. 2018 yılındaki alacağımızın üzerinden 6 yıl geçti. Bu durumda alacak hak kaybı yaşayacak mıyız? Merak ediyorum. Bu konuda bilgilendirirseniz sevinirim. Saygılarımla, Kolay gelsin.","Merhaba, alacağınız üzerinden uzun yıllar geçtiği için söz konusu dava sonuçlandığında alacağınız miktarı yasal faizi ile birlikte alabilirsiniz. Hak kaybı yaşamazsınız. Çünkü söz konusu davanın makul sürede sonuçlanmaması sizden kaynaklanmamaktadır.",Hukuk Bilgi Platformu
Merhaba. Erkek arkadaşımla benim işletmem üzerinden esnaf kefalet krediyi çektik. Kredi adıma çekilmiş olup onun evi ipotek gösterdik. O kredi ile onun adına bir araba alındı. Şimdi aramız bozuldu ve krediyi ödeyemiyorum. Ayrıca sigortalı çalışanım. Maaşıma icra geleceğinden bahsedip beni tehdit ediyor. Ödeyecek durumum yok kaldı ki araba onun üzerinde. Bu durumda nasıl bir yol izleyebilirim? Maaşıma icra gelir mi? Maaşım ödemeler için yetmezse onu evine icra gelir mi? Teşekkürler,"Merhaba, evet borcu ödemediğiniz takdirde maaş haczi mümkündür. Fakat maaşınızın tamamına haciz gelmez. Maaşınızın yalnızca 1/4´ü oranında haczi mümkündür. Bununla birlikte borcun ödemesi tamamlanmadığı takdirde erkek arkadaşınızın evine de haciz gelebilecektir.",Hukuk Bilgi Platformu
Merhaba. Babam 90 yaşında 14 yıllık kiracısı var .daire kuaför olarak işletiliyor . 6 yıl önce 5 yıllık kontrat yapılmış. Biz yenilediğini bilmiyorduk bu yıl ihtarname çekildi ancak 4 yıl daha çıkarılmaz denildi.içindeki kiracı hem apartmana hem. Daireye yeterince çok zarar veriyor ancak 4 bin kira ile hayatta çıkmam diyor. Kiracı ahlaklı biri hiç değil yanında çalışan kızlara taciz ve hırsızlık suçu atarak yanından sepetliyor. Çok aile kapısına dayandı esnaflardan dayak yedi….vs.Babam da korkudan hiçbir yola başvurmuyor. Acaba devir işlemi yapılsa çıkması kolay olurmu. Bilemiyoruz ??Yani kısacası çok zordayız .??.avukat bulup iyi bir yola başvurmalıyız acil cevap verirseniz çok sevinirim .,"Merhaba, eğer söz konusu daireyi devrederseniz devrettiğiniz kişiye de kiracı ile devralmış olacaktır. Fakat yeni malik dilerse ihtiyaç sebebiyle tahliye davası açarak kiracıyı çıkarabilecektir.",Hukuk Bilgi Platformu
Hükümlü bulunan ağabeyim M........ Y.............. a vasi olarak tayin edilmiştim o süre 2 yılı geçti abim hala cezaevinde vasilimin devam edip etmediğini nasıl öğrenebilirim,"Merhaba, TMK´nın 456´ncı maddesine göre, Vasi kural olarak iki yıl için atanmaktadır. Vesayet makamı iki yıllık sürenin sonunda yeniden her defasında iki yıl görev süresini uzatabilir; dört yılın bitiminde ise vasinin görevden çekilmesi mümkündür. Söz konusu sizin durumunuza ilişkin olarak vesayet makamı olan Sulh Hukuk Mahkemesinden vasiliğinizin devam edip etmediğini öğrenebilirsiniz.",Hukuk Bilgi Platformu
Babamın mal varlığı için 8 Kardeşiz 6 ablam İmza attı Ama 1 ablam Atmıyor satmak istemiyor almak istemiyor Öylece Kalmasını istiyor Ortaklığın Giderilmesi için Ve Kendi Payımı Hissemi Tapu Şeklinde Satabilmek İçin Ne yapmam gerekir,"Merhaba, bu konuya ilişkin olarak ortaklığın giderilmesi davası açabilirsiniz.",Hukuk Bilgi Platformu
İyi günler. Bundan 25_30 yıl kadar önce dedemin tarlasını anneme parmak bastırarak dayilarim üzerine aldılar.simdi o tarladaki annemin hakkını alabilme şansımız varmi,"Merhaba, annenizin hakkı olan pay annenizin rızası alınarak mı dayılarınıza verildi yoksa kandırılmak suretiyle mi dayılarınızın üzerine geçti? Eğer kandırılarak alındıysa tapu iptali ve tescili davası açabilirsiniz.",Hukuk Bilgi Platformu
İyi akşamlar 3 yıl önce bir eve oturduk kiracı olarak 3 yıl yeni doldu çıkın dedi bize bizde kirayı yükseltelim çıkmayalim dedik eve otururken kontrat yaptık senet imzalattı bize kirayı odemezseniz teminat dedi biz öderiz kiramizi dedik imzaladık evden çıkarken vereceğiz dedi şimdi bize icra davası açmış senedin Üstünüde 1200000 doldurmuş icra masrafı avukatlık masrafı diye bizden 2 milyona yakın para istiyorlar hiçbir borcunuz yok kirasini gününde ödedik napabiliriz bu durumda acil cevap lütfen,"Merhaba söz konusu sizin durumunuza ilişkin olarak Menfi tespit davası açabilirsiniz. İcra ve İflas Kanunu madde 72 uyarınca Menfi Tespit Davası, gerçekte var olmayan bir borç ya da geçersiz bir hukuki ilişki nedeniyle hakkında icra takibi yapılmış olan kişinin gerçekte borçlu bulunmadığını ispat için açabileceği davadır.",Hukuk Bilgi Platformu
"Merhabalar öncelikle verdiğiniz hizmetten dolayı teşekkür ederim, ben Antalyadayım ve motoru arıza yapan aracımı ankaraya rektefe motor yenilenmesi için gönderdim, aylar süren tamirden sonra zorla aracımı getirttim fakat 2 hafta sonra yine aynı sorun hatta daha kötüsü oldu ve aracı tekrar yolladım, bana yağ pompasında dolayı olduğunu ama yinede garantili is yaptıkları gerekçesiyle tekrar rektefe olacağını söyledi usta, şuan 2 aydır araç orda rektefe de olduğunu aracin çalıştığını fakat ufak bir sorun olduğunu söylüyor, ve bu ufak sorunu bir aydır çözemiyor sürekli oyalıyor, bana rektefe olduğunda motorun resmini istemiştim ve attığı resmin benim aracıma ait olmadığını farkettim şüphelerim iyice arttı, kendisine söylediğimde resimler karışmıştır dedi, rektefe yaptığına bile inanmıyorum artık , 100 bine yakın para ödedim, şimdi sizden Allah rızası için bir akıl istiyorum, eğer aracımın rektefe olmamışsa ama bana yaptığını söylediyse burada izleyeceğim yol nedir, yada rektefe olup olmadığını nasıl ispat edebilirim, başka bir ustaya göstersem nasıl kanıtlarim, rektefe olduysa bile aracım aylardır orda artık almak istiyorum ne yapmam gerekir, şimdiden çok teşekkür ederim","Merhaba, eğer rektefe yapılmadıysa hem uğramış olduğunuz maddi zarardan hem de aracınızı kullanamadığınız günlerden kaynaklı olan zararlarınızdan ötürü dava açabilirsiniz. Söz konusu aracınızın rektefe olup olmadığı ekspertiz raporundan da anlaşılabilir.",Hukuk Bilgi Platformu
İcralık olduğum için daha önce mal beyanında bulunmuştum ama sigortalı çalışmaya başladım bunuda bildirmem gerektiğini bilmiyordum evime kağıt gelmiş beyandan sonra mal ve kazançta artışı bildirmediğim için cezalandırılacağım yazıyor ne yapmam gerekiyor bunun için,"Merhaba, soruşturmadan kaynaklanmayan olağan durumlarda mal ve kazançta artışı bildirmeyenlere, bildirimlerin verileceği mercilere ihtarda bulunulacağını, ihtarın size tebliğinden itibaren otuz gün içinde mazeretsiz olarak bildirimde bulunmadığınız takdirde üç aya kadar hapis cezası verilebilmektedir. Bu sebeple vakit kaybetmeden mal ve kazançtaki artışı bildirmelisiniz.",Hukuk Bilgi Platformu
Selamlar iş gereği home office olarak çalışmaktayız bazı dönemlerde kendi isteğimiz ile şirkete geçerek çalışma yapabiliyoruz ancak yakın bir zamanda şirkete geçiş yapabilmemiz için elektrik yada internet kensitisi olması gerektiği bunun dışında evden çalışmamız zorunlu olduğuna dair bir yazı iletildi. Bunun iş hukukunda yeri var mıdır,"Merhaba, işveren ile yapmış olduğunuz sözleşmede bu hususa ilişkin bir düzenleme var mıydı? İş akdi koşulları taraflar arasında serbestçe kararlaştırılabilmektedir. Burda önemli olan söz konusu durumun iş akdinde yer verilip verilmediğidir.",Hukuk Bilgi Platformu
Merhaba yaklaşık 1996 yılında isviçreden malulen emekli oldum 1999 yılında Türkiye ye kesin dönüş yaptım 2001 yılında çocuğum oldu çocuk parası için başvuru yapmak gerekiyor Muş bilmiyordum şimdi geriye dönük çocuk parasını almak istiyorum bu konuda bana yardımcı olabilir misiniz,"Merhaba, bu konuya ilişkin olarak Sosyal Güvenlik Kurumuna başvurabilirsiniz.",Hukuk Bilgi Platformu
Annemin annesi 70 yaşında kocası 20 yıl önce öldü 4 kızı var ama sadece 1 tanesi ona 20 yıldır bakıyor.2 evini miras olarak sadece tek kızına bırakmak isiyor bu mümkün mü?,"Merhaba, saklı paya mütecaviz olmadığı sürece kişi kendi malvarlığı üzerinde dilediği gibi tasarruf etme hakkına sahiptir. Söz konusu sizin durumunuzda ise; annenizin annesinin yalnızca 2 evi varsa ve başka hiçbir malvarlığı yoksa 2 evini de yalnızca bir kızına vermesi durumunda diğer kardeşlerin saklı payına mütecaviz olacağı için diğer kardeşler tenkis davası açabilir.",Hukuk Bilgi Platformu
"Merhaba 1+1 evimiz çıkan yangında büyük ölçüde hasar gördü.Armut uygulamasına evin tadilatı için teklif verdik. Bir usta aradı ve durumumuza üzüldüğünü ve maliyetine evi tadilat yapacağını söyledi .Biz de ""gerek yok hakkınız alın "" dedik,sonunda 102 bin liraya anlaştık ,usta işe başladı yangın dolayısı ile tavandan dökülen alçıpan ları vs. temizledi ,ve yeni alçıpan tavan yaptı,evi badana yaptı,elektirik tesisatını yeniledi,sonrasında kalan tamirata devam edeceğini söyleyerek bizden 80 bin lira istedi kalanıda bitince verirsiniz dedi çok fazla olduğunu söyleyince 50 bin lira istedi en son 30 bin lirada anlaştık.30 binlirayı verdikten sonra ne telefonlara çıktı ne mesajlara cevap verdi.Bu durumda bizim haklarımız nedir ne yapmalıyız?.şimdiden teşekkür ederim","Merhaba, söz konusu tadilat işi için 102 bin liraya anlaşmışsınız. Peki anlaşma şartları arasında ücretin iş sonunda ödeneceği konusunda anlaştınız mı? Eğer ücretin söz konusu iş sonunda ödeneceğine ilişkin anlaştıysanız ustanın üzerine aldığı işi tamamlamamasından kaynaklı olarak dava açabilirsiniz.",Hukuk Bilgi Platformu
