soru,tarih,cevap
"Merhaba Aracım İcralıkdi ve bende trafiğe çıkarmadım icra borcunu ödeyip sonra trafiğe cikarcakdim hiçbir bilgim olmadan aracım otoparkdan alınmış ve e devletden de aracım benim adıma görünmüyor bende savciliga şikayette bulundum 10 ay sonra ağır cezaya verilmiş dosya başka araçları da satmışlar icra müdürlügunden sahte evraklar la noterden araçları satmışlar ben mağduruyetimi kimden alcam öğrenebilir miyim, iyi çalışmalar",4/24/2024 10:09:15 AM,Merhaba. Mağduriyetinize neden olan kişiler iddianamede belirtilmiştir. Bu kişilere karşı tazminat davası açabilirsiniz. Konuyla ilgili profesyonel destek almanızı tavsiye ederiz.
Benim şuan isletmekte olduğum kafede mal sahibinin haberi dahilinde onun yerine imza attım.ama şuan mal sahibi diyor ki benim imzam değil seni mahkemeye vericem diyor bir problem olurmu acaba bu arada 4 yıldır kendi adına heabina kira belirtip atıyorum,4/24/2024 5:13:03 AM,Merhaba. Mal sahibinin bilgi ve rızası olsa dahi onun yerine imza atmanız usulsüzdür. Bu konuda yapılacak şikayette imza attığınız belgenin niteliğine göre ceza alma ihtimaliniz bulunmaktadır. Konu ile ilgili bizimle iletişime geçebilirsiniz.
Merhaba idari kadroda çalışan bir kişi bana ait olmayan masada be benim yazmadığım kendisine hakaret içeren bir kağıtta yazı buluyor ve tüm çalışma arkadaşlarımıza benim yazdığımı söyleyip beni suçluyor bu konuda ne yapabilirim ?,4/23/2024 11:12:14 PM,"Merhaba. Hakkınızda idari veya adli soruşturma açılmasını sağlamak amaçlı bu tür eylemlere girişilmesi hali ""iftira"" suçunu oluşturur. Şikayetçi olma hakkınız bulunmaktadır."
Ben annemin evini esyali olarak kiraya verdim ama kiraci hem kirayi ödemedi hemde annemin esyalarini calip gitti bir evde olmasi gereken bütün esyalari calip gitti bunun cezasi varmi ne yapmaliyim,4/23/2024 8:56:26 PM,Merhaba. Konu ile ilgili derhal şikayetçi olmanızı ve karşı tarafa uğratmış olduğu zarar nedeniyle tazminat davası açmalısınız. Süreci profesyonel destek alarak yürütmenizi tavsiye ederiz.
Çalıştığım projede güvenlik sorumlusundan sonra resmi olarak güvenlik sorumlusu olarak görünüyorum ama güvenlik görevlisi olarak kapılarda çalışıyorum ve güvenlik görevlileri ile aynı maaşı alıyorum projede 6 yıldır çalışıyorum bir maaş farkı olmalı mı ? Varsa tek taraflı çıkış yapıp tazminat alabilir miyim,4/23/2024 4:23:45 PM,Merhaba. İş sözleşmeniz ile müracaatınız ve yüz yüze görüşme sonrası net cevap verebiliriz. İş tanımı dışında bir işte çalıştırılmanız usulsüzdür.
Ceza evinde yatan kişinin avukatını nasıl öğrenebilirim,4/23/2024 3:41:25 PM,Merhaba. Cezaevinde yatan kişi veya vasisi vasıtasıyla avukatını öğrenebilirsiniz. İlgili kişinin tutuklu (hükümle değil) olması halinde hakkındaki soruşturma veya kovuşturma dosyasından da öğrenebilirsiniz.
Merhaba; Alt kat komşum sahibinden de evi satılığa çıkarmak gerekçesiyle bizi şikayet etmiş çok gürültü yapıyor sabaha kadar temizlik yapıyor oturamiyoruz şeklinde konuşmuş ve şuan itibarimiz sarsıldı böyle bir aile değiliz site bizi konusuyor. Eşime de seslerimizi kaydettiğini söylemiş ne yapabiliriz bu arada gayet sakin 3 kişilik bir aileyiz.,4/22/2024 11:28:42 PM,Merhaba. Hukuki olarak yapabileceklerinizi danışmanlık hizmetiyle ayrıntılı bilgi aldıktan sonra bildirebiliriz. Bunun haricinde karşı tarafın hakkınızda basit şekilde çıkardığı dedikodu nedeniyle hukuksal bir yolunuz bulunmamaktadır.
Alışveriş yapmamana rağmen fatura linki niye geliyor,4/22/2024 10:10:47 PM,Merhaba. Bazı internet sitelerinde bu şekilde dolandırıcılık eylemleri olabilir. Sadece güvenilir internet sitelerinden alışveriş yapmanızı tavsiye ederiz.
"Merhaba, Ben 2020 yılında bir italyan üniversitesine kayıt olmuştum iletişime geçtiğim insanlar türk danışmanlardı ilk başlarda ödemeyi yaptım sonra euro üzerinden olduğu için zorlandım ve ödeme yapamadım bunu kendilerine söyledim onlarda bana kayıtımın silineceğini söylediler ödeme yapamazsanız ben de kabul ettim şimdi aradan 3 yıl geçmiş bana italyan üniversitesi borcunuzu ödeyin diye mailler atıyor gerekli işlemler başlatılacaktır diye göz dağı veriyorlar fakat şu an hiçbir numaralarına ulaşamıyorum türkiye de olan danışmanlarının numaraları kullanılmamaktadır diyor, kendi numaralarını aradığım da yani yurt dışını telefon çalmıyor bile bu durumda bana dava açabilirler mi ben zamanında whatsapp üzerinden sözleşmeleri atmıştım telefonlara fotoğraflarını çekip fakat kaydımın silineceği söylenmişti bana 2021 yılında ama hala borç için mail atıyorlar 2.000 euroluk borcu 4.501 euroya çıkarmışlar. Bu konu hakkında bilginiz var ise bilgi almak isterim.",4/22/2024 9:30:48 PM,Merhaba. Belirttiğiniz şekilde bir borç tahsiline gitme imkanları bulunmamaktadır. Ancak yine de ayrıntılı bilgi kapsamında danışmanlık hizmeti verebiliriz. Bizimle iletişime geçebilirsiniz.
Merhaba. Yıllar önce bir mobilya mağazasından alışveriş yapmıştım Ödeyemedim. 2011 yılında icra kağıdı geldi. Avukatla anlaşıp ödeyip temiz kağıdı almıştım. Uyap sisteminde girdiğimde dosya takipsizlikten kapanmış yazıyor. Elimdeki kağıdıda yıllar oldu kayıp. Acaba neden takipsizlik yazıyor ödediğim borç. İlerde bir sıkıntı çıkarbilirmi? Teşekkürler.,4/22/2024 5:29:48 PM,Merhaba. Ödeme yaptığınız avukatın icra müdürlüğüne haricen tahsil müzekkeresi düzenlemesi gerekirdi. Ancak bu şekilde de borçtan kurtulmuş oluyorsunuz. Kötü niyetli alacaklı olması halinde tekrar takip açabilir. Bu durumda sizin ödeme yaptığınızı belirtip itiraz etme hakkınız vardır.
Merhaba babamdan payli miras var ben kendi hissemi baskasına devrede bilirmiyim diğerlerinin imzasına gerek varmi,4/22/2024 4:16:51 PM,"Merhaba. Kendi payınız üzerinde tasarruf hakkınız vardır. Ancak bu konuda taşınmazlarla ilgili diğer paydaşların önalım hakkı olduğu gibi, kalan mirasın tarla vasıflı olması halinde belli bir yüzölçümü altında satışınız mümkün olmamaktadır. Danışmanlık hizmeti almanızı tavsiye ederiz."
Eşim polis memuru 40 bin TL civarında maaş alıyor maaşında haciz de var eşimden boşanmak istiyorum 2 çocuğum var biri 3 aylık diğeri 3 yaşında herhangi bir gelire sahip değilim çocuklar üzerinden ne kadar nafaka alırım kalacak yerimde yok,4/22/2024 3:00:43 PM,"Merhaba. Nafaka miktarı, tarafların haklılık durumları, gelir halleri ve çocuklara kimin baktığı değerlendirilerek hakim tarafından belirlenir. Kesin bir rakam vermek bu nedenle mümkün değildir."
Öncelikle merhaba iyi çalışmlar diliyorum bu imkanı bize sundugunuz için şimdiden teşekkürler. Sorum şudurki; Annemin okuma yazması yok ve mahkeme kararıyla ben varisiyim annemin üstüne dedmden kalma 2002 yılından beiri küçük bir arazi var ve o arazinin üstüne belediye okul yaptı ama biz hala o parayı alamadık ne yapmamız gerekiyor acaba.2. sorum şudki ; Aynı arsa üzerine tanımadıgımız bir şahıs arsa üstüne şerh koymuş annemin babamın her hangi birine borcuda yok ve kişiyi kesinlikle tanımıyoruz.,4/22/2024 1:20:09 PM,Merhaba. Nazik övgünüz için çok teşekkür ederiz. Arazi kamulaştırılarak üzerine okul yapılmış olabilir. Bu hususta bizimle iletişime geçerek detay bilgisi vermenizi rica etmek isteriz.
Merhaba eşim alkollü iken birinin burnunu kırdı. Şikayetçi oldu karşı taraf ama henüz mahkeme olmadı daha önce alkollü araç kullanmaktan bi sicil kaydı var ama darp vs. Başka bi sabıka kaydı yoktur. Cezası ne olur hapis mi para mı yada başka bir ceza mı?,4/22/2024 11:50:26 AM,Merhaba. Daha önceki alkollü araç kullanma nedeniyle aldığı ceza tekerrüre esas olacaktır. Ayrıca burunda kırık olacak şekilde meydana gelen yaralama eylemi nitelikli bir yaralama eylemidir. Profesyonel destek almanızı tavsiye ederiz. İletişime geçmeniz halinde yardımcı olmak isteriz.
"Merhaba, babam 3 yıl önce vefat etti aynı hafta reddi miras yaptık ve bu belgeyi bankalara dağıttık. Vefatından önce kredi çekmiş y.k bankası bize dava açmış ve şimdi 3 yıl sonra haciz kararı verildi bütün hesaplarıma bloke koyuldu. İcra dairesi itiraz süresi geçtiği gerekçesi ile talebimi kabul etmiyor. Ne yapmam gerek?",4/22/2024 10:02:43 AM,"Merhaba. Reddi miras yaptığınızdan İcra Mahkemesine şikayet yoluna gidebilir, ilgili bankaya karşı uğradığınız zararlarla ilgili tazminat davası açabilirsiniz. Ayrıca itirazın gecikmesi halinde borçlu olmadığınızın tespiti yönünde dava yoluna gidebilirsiniz. Konu ile ilgili iletişime geçmeniz halinde yardımcı olabiliriz."
Hak sahibinin deprem konutları ödemesi devam ederken vefatı durumunda kardeşler arasındaki paylaşımı nasıl olur,4/22/2024 1:08:21 AM,"Merhaba. Deprem konutlarındaki hak, hak sahibinin ölümü halinde mirasçılarına geçecektir."
"Merhabalar, yaklaşık 2 ay önce sıfır müstakil bir konut satın aldım. Tapu işlemleri tamamlandı, tapu işlemleri sonrasında ev ile ilgili abonelik işlemleri için ilgili yerlere müracaat ettiğimde öğrendim ki elektrik hattı dış projesi çizilmemiş ve yaptırılmamış. Yani ev içi elektrik tesisatı var ama direkten eve çekilen elektrik tesisatı yok.Biz gittiğimizde şantiye elektriği vardı. sadece abonelik alıp kullanabileceğimizi düşündük. Böyle bir dış elektrik projesinden vs haberimiz yoktu. İlgili mercilere bunu sorduğumuzda dış projenin tamamlanması gerektiğini ve yüksek miktarda maliyeti olduğunu öğrendik. Bu konuda nasıl bir yol izlemeliyiz, satış gerçekleştiği için müteahhin eksik teslim ettiği şeyler yaptırılabilir mi?",4/6/2024 9:04:26 AM,"Merhaba. Elektrik hattı dış projesini yaptırmak müteahhitin sorumluluğunda olduğundan, müteahhite karşı dava yoluna gidebilirsiniz. Zararınızın tazminini bu şekilde sağlayacağınızı düşünüyoruz."
Merhaba iyi günler ben arkadaşımla birlikte kaza geçirdim motorla . Motorda artıçıydım öğrendiğim kadarıyla dava açılmış fakat ben arkadaşımla artık görüşmüyorum davaya katılma zorunluluğum var mı,4/5/2024 9:16:18 AM,Merhaba. Konu ile ilgili dosyanızı inceleyerek net cevap verebiliriz.
"Merhaba hocam kız arkadaşımla çok sayıda otel kaydım var, güvenlik soruşturmasında kontrol edilecek hususlar arasında otel kaydı varmı? Teşekkür ederim",4/5/2024 8:39:27 AM,Merhaba. Otel kayıtlarınız güvenlik sorgulamasında sorgulanmayacaktır. Ancak gireceğiniz mesleğe göre bu durum değişiklik arz edebilir.
Benim muhtesadın aidiyeti davasını kazandım fakat karşı taraf bir üst mahkemeye itiraz etmek istiyor bu dava ne olur acaba fikrinizi öğrenmek isterim teşekkür ederim,4/5/2024 5:47:00 AM,"Merhaba. Muhdesatın aidiyetine ilişkin lehinize karar çıkması sevindirici bir durum. Karşı tarafın istinaf hakkı mevcut olduğundan tabi ki yasa yollarına başvurabilir. Ancak dosyayı incelemeden fikir beyan etmemiz doğru olmayacaktır. Bizimle iletişime geçebilir, danışmanlık hizmeti alabilirsiniz."
Bir binanın 3 hak sahibi var bunlardan 2 sinin rızası olacak şekilde binanın dış cephesine tabela asılıyor diğerinin rızası yok kanunen rızası olmayan o tabelayı kaldırtabilirmi,4/4/2024 6:38:05 PM,Merhaba. Yönetim kurulunun aldığı karar olmadan bina dış cephesi farklı amaçlarla kullanılamaz. Alınacak rıza yönetim kurulu toplantısında alınmalıdır. Sonrasında kişilerin beyanlarıyla rızanın varlığı iddia edilemez.
Çalışmaya geldiğim otelin lojmanı var ve ufak bir anlaşmazlık oldu işten istifamı vericem fakat istifayı verdikten sonra lojman da işsiz bir şekilde kaç gün kala bilirim?,4/4/2024 4:11:10 PM,"Merhaba. İşten istifa ettikten sonra, iş sözleşmenizde belirtildiği sürece lojmanda kalabilirsiniz. Diğer yandan iş sözleşmesinde bir hüküm yoksa ihtar süreleri içerisinde daireyi boşaltmanız gerekir."
"Çekişmeli boşanma davası açtım nafaka talebinde bunlunduk ancak ilk duruşmada Sosyal ekonomik ar. evrakları sisteme yüklenmemiş Emniyet tarafından. Talimat yazıldı ancak benim iş durumum değişti çalışmaya başladım asgari ücretin altında. 15 bin. Nafaka ne kadar baglanır? Eşimin sosyal ekonomik araştırması yapıldığında 30 bin olan maaşı, şu an 50 bin. Mahkeme neye göre belirler Nafaka miktarını? Her 6 ayda 1 zam oluyor memura.",4/4/2024 2:08:16 PM,"Merhaba. Nafaka miktarları, tarafların boşanmadaki kusurları, gelir durumları ve mağduriyet durumlarına göre hakim tarafından belirlenir. Belirlenen miktara itiraz edilebilir."
Kredi kartı ve artı para ödemelerimi yapamadığım için yapılandırma yapıldı ve yapılandırma taksitlernide ödeyemiyorum.Adıma herhangi bir mal varlığı yok.Çalışmadığım için maaşımda bulunmuyor.Banka haciz işlemi yapabilirmi aile evine haciz gelirmi,4/4/2024 12:38:06 PM,"Merhaba. Oturduğunuz (resmi mernis adresiniz olan) eve haciz gelebilir. Bu durumda ailenizin ""sizin evde misafir olarak kaldığınızı, eşyaların kendilerine ait olduğunu"" belirtmeleri gerekmektedir."
Merhaba bize babadan tarla kaldı ve biz 4 kardeş ve analık var tarlamizi üç senedir satamiyoruz ve babamın icralari olduğunu öğrendik bugün adliyeye gittik bizim arsa içinde elektrik direği için dava açılmış ve biz bu davayı kazanmışız fakat para üzerime yatmış ama bankaya gittik babamın icrasindan dolayı vermiyorlar hiç bir şekilde satamiyouz babamın icralarindan dolayı ne yapmamız gerekir ve bankanın el koyduğu parayı nasıl alabiliriz,2/22/2024 9:36:21 PM,Merhaba. Babanızın borçlarını ödemeden miras kalan mallar üzerinde tasarrufta bulunamazsınız. Babanızın borçları miras bıraktığı mallardan fazlaysa mirasın reddi kurumunu işletmenizi tavsiye ederiz.
"Merhabalar, 1 yıl 4 aydır bir iş yerinde çalışıyorum. Sabah işe giderken merdivenden düştüm ve ayağım kırıldı. Çalışırken durumunun kötü olduğunu belirttiğim halde müdürüm bana inanmadı ve ben o gün 12 saat ayakta çalıştım. Daha sonrasında 2 30 20 ve 10 gün rapor aldım. Şu an çalışıyorum falat ayağım hala çok şişiyor ve bana problem yaratıyor. Şu an istifa etsem işten tazminat alma hakkına sahip miyim ?",2/22/2024 9:15:55 PM,Merhaba. Sağlık sorunlarınız nedeniyle haklı nedenle fesih hakkını kullanabilirsiniz. Bu durumda tazminat haklarınızı alırsınız.
Birini icraya verdim ve anlaşmak üzereyiz reskont avans üzerinden faiz işliyor avukat tutsam daha fazla para alabilirmiyim kendisinden çünkü kaybım çok fazla alacağım miktar aynı kalacaksa avukat tutmucam bana icra müdürlüğüne gidip borcu taksitle ödemeyi teklif etti ne yapmalıyım,2/22/2024 8:59:13 PM,Merhaba. Dosyayı avukata vermeniz sizin ekstra kazancınızı sağlamaz.
Ben bu hafta bayanlara medikal işlem yapan bölgesel incelme saç ektirme vs şeyler yapan bi yerden paket aldım ama bana alırken eşinizi ikna edemezseniz üç gün içinde ücretsiz iptal edinilebilir dendi bende buna dayanarak paketi onayladım ikinci gün arayıp paketi iptal edeceğimi söylediğimde paket iptali telden olmuyo dendi ertesi gün yanlarına gittim o sefer gittiğimdede kampanyalı paketlerin iptal edilmediğini söylediler ama paket bana satılırken iptal etme hakkım olduğunu söylediler bende kullanmayacağımı sizin iptal hakkınıza güvenerek bu sözleşmeyi imzaladığını söylediğimdede dosyayı avukata vereceklerini söylediler bu yaptıklarının doğruluk payı nedir verebilirlermi acaba bana yardımcı olurmusunuz,2/22/2024 8:50:41 PM,"Merhaba. İmzalamış olduğunuz sözleşmede cayma hakkınız olduğuna ilişkin bir ibare yoksa, gerekçesiz olarak sözleşmeden dönemezsiniz. Sözleşmenizle birlikte bize müracaatınız halinde size yardımcı olabiliriz."
Merhaba iyi çalışmalar dilerim Subat ayı 2023 de kıracımıza dava actık evlılık gerekcesıyle evı bosaltmasını ıstedık hakım aralık ayında davamızda tanık ıstedı ve dava surecı nisana ertelendı nisandakı davada cıkarmamız mumkunmudur baska ev yok ben kıracımdan 2 bin alıp kendım 9 bine kirada oturuyorum,2/22/2024 7:44:21 PM,Merhaba. Verilecek karar yasa yollarına tabi olduğu için nisan ayında karar verilse dahi kiracınızın bu karara karşı yasa yoluna başvurma hakkı vardır. Dolayısıyla sürecin biraz daha uzun olacağını beyan edebiliriz. Konu ile ilgili profesyonel destek alabilirsiniz.
benim adımı ve fotorafım kullanılarak fake hesap açılmış bu hesabı şikayetçi olsak ne zaman kapatılır ? Hesabı açan kişi bulunur mu ? Bulunursa ceza alır mı? bu hesap benim adıma başka şahıslarla konuşuyor buna da ayriyetten ceza verilir mi?,2/22/2024 11:11:14 AM,"Merhaba. Hesabın açıldığı sosyal medya platformuna başvurarak çok kısa süre içerisinde hesabın kapatılmasını sağlayabilirsiniz. Ayrıca ilgili şahıs hakkında ""kişisel verilerin hukuka aykırı olarak kullanılması"" suçundan suç duyurusunda bulunabilirsiniz."
Meehaba ben 2005 yılında evlendim. Eşimin ailesinin oturduğu evin üst katına ev yaptık inşaat halde oturduk zamanla yaptık evi bu arada düğün takılarını bileziklerimi onlar aldı. Sonrasında evi kendilerinin yaptığını dile getirdiler. Ben eşimle bir anlaşmazlık yaşadım kişisel eşyalarımı ve çocuklarımı alıp evden ayrıldım. Sonrasında eşim pişmanlik yaşadı özür diledi ve barıştık fakat babası bu evde oturamazsınız demiş bizde kiraya çıktık şuan 10 bin kira ödüyoruz babası evi kiraya kiraya verdi ve kendileri kira parasını aliyorlar. Bu duruma çok üzülüyorum bütün birikimimizi bu eve verdik haklarımı nasıl geri alabilirim. Elden kira aliyor nereye şikayet edebilirim harcamış olduğumuz parayi mahkeme yoluyla alabilir miyiz?,2/21/2024 11:47:03 PM,"Merhaba. Evin tapusu kimin üzerineyse tasarruf hakkı da bu aşamada o kişiye aittir. Siz süreci lehinize çevirmek için ""tapu iptal tescil"" veya ""tazminat"" davası açmalısınız. Süreçle ilgili profesyonel destek almanızı tavsiye ederiz."
